act_fun	layers	neurons	alpha	iterations	batch_size	batch_count	std_dev	train_err	test_err	train_score	test_score		layers_structure
relu	4	130	0,5	1	100	300	0,1	0,0103	0,0101	93,20%	93,12%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	100	300	0,1	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	100	300	0,1	0,0126	0,0128	91,67%	91,38%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	100	300	0,1	0,0126	0,0123	91,70%	91,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	1	0,1	0,0899	0,0899	12,28%	12,60%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	1	0,1	0,0871	0,0870	21,16%	20,98%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	1	0,1	0,0860	0,0859	26,86%	26,87%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	1	0,1	0,0903	0,0903	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	1	0,1	0,0901	0,0900	12,38%	13,09%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	1	0,1	0,0897	0,0897	13,38%	12,80%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	1	0,1	0,0903	0,0903	9,86%	9,58%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	1	0,1	0,0881	0,0881	22,19%	22,25%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	1	0,1	0,1133	0,1135	9,95%	9,67%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	1	0,1	0,0901	0,0901	9,74%	9,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	1	0,1	0,0899	0,0898	11,29%	11,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	1	0,1	0,0895	0,0894	13,80%	13,64%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	1	0,1	0,0901	0,0901	9,86%	9,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	1	0,1	0,0903	0,0904	11,36%	10,76%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	1	0,1	0,0905	0,0905	9,86%	9,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	100	0,1	0,0287	0,0281	85,32%	86,16%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	100	0,1	0,0153	0,0145	89,96%	90,77%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	100	0,1	0,0191	0,0184	86,80%	87,38%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	100	0,1	0,0870	0,0869	41,05%	41,20%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	100	0,1	0,0170	0,0165	88,88%	89,38%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	100	0,1	0,0154	0,0153	89,85%	89,99%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	100	0,1	0,0769	0,0767	51,81%	52,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	100	0,1	0,0154	0,0151	89,79%	89,93%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	100	0,1	0,0194	0,0192	86,32%	86,42%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	100	0,1	0,0900	0,0900	9,86%	9,58%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	100	0,1	0,0160	0,0158	89,63%	89,85%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	100	0,1	0,0241	0,0236	83,21%	83,36%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	100	0,1	0,0900	0,0900	9,86%	9,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	100	0,1	0,0200	0,0195	87,21%	87,43%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	100	0,1	0,0279	0,0269	81,00%	81,54%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	1	500	300	0,1	0,0158	0,0151	90,11%	90,62%		[(784, 50), (50, 10)]
tanh	2	60	0,5	1	500	300	0,1	0,0104	0,0104	93,17%	93,13%		[(784, 50), (50, 10)]
relu	2	60	0,5	1	500	300	0,1	0,0095	0,0094	93,83%	93,77%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	1	500	300	0,1	0,0398	0,0392	77,67%	78,63%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	1	500	300	0,1	0,0097	0,0100	93,64%	93,40%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	1	500	300	0,1	0,0092	0,0094	93,88%	93,79%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	1	500	300	0,1	0,0268	0,0263	83,96%	84,07%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	1	500	300	0,1	0,0086	0,0091	94,34%	94,17%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	1	500	300	0,1	0,0070	0,0074	95,39%	95,03%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	1	500	300	0,1	0,0899	0,0899	9,75%	9,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	1	500	300	0,1	0,0095	0,0101	93,65%	93,28%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	1	500	300	0,1	0,0088	0,0095	94,11%	93,56%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	1	500	300	0,1	0,0900	0,0900	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	1	500	300	0,1	0,0112	0,0113	92,64%	92,47%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	1	500	300	0,1	0,0105	0,0111	92,97%	92,65%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	1	0,1	0,0881	0,0897	33,42%	32,23%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	1	0,1	0,0983	0,1004	30,29%	29,23%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	1	0,1	0,0982	0,0999	30,33%	29,48%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	1	0,1	0,0858	0,0871	29,76%	27,87%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	1	0,1	0,0932	0,0946	32,98%	32,07%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	1	0,1	0,1175	0,1206	26,32%	24,94%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	1	0,1	0,0852	0,0857	35,18%	34,62%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	1	0,1	0,0987	0,0998	31,18%	29,96%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	1	0,1	0,1087	0,1110	28,93%	27,70%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	1	0,1	0,0989	0,0990	10,27%	9,95%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	1	0,1	0,1064	0,1084	29,67%	28,24%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	1	0,1	0,1035	0,1040	30,55%	30,43%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	1	0,1	0,0990	0,0991	9,86%	9,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	1	0,1	0,0998	0,1009	34,19%	33,49%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	1	0,1	0,1151	0,1160	28,23%	27,91%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	100	0,1	0,0169	0,0159	89,28%	89,92%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	100	0,1	0,0178	0,0163	89,11%	90,01%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	100	0,1	0,0187	0,0180	89,33%	89,82%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	100	0,1	0,0194	0,0183	88,10%	88,70%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	100	0,1	0,0230	0,0222	86,44%	86,98%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	100	0,1	0,0902	0,0902	10,22%	10,10%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	100	0,1	0,0186	0,0173	88,67%	89,56%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	100	0,1	0,0178	0,0173	89,40%	89,67%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	100	0,1	0,0364	0,0354	73,34%	73,68%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	100	0,1	0,0252	0,0249	85,11%	85,42%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	100	0,1	0,0304	0,0294	81,17%	81,76%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	100	0,1	0,0902	0,0902	10,22%	10,10%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	100	0,1	0,0317	0,0318	81,59%	81,66%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	100	0,1	0,0285	0,0273	82,76%	83,47%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	100	0,1	0,0827	0,0828	19,64%	19,31%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	10	300	0,1	0,0120	0,0113	92,56%	93,14%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	10	300	0,1	0,0120	0,0116	92,78%	93,01%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	10	300	0,1	0,0148	0,0148	91,88%	91,91%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	10	300	0,1	0,0125	0,0121	92,46%	92,66%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	10	300	0,1	0,0164	0,0169	90,03%	89,68%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	10	300	0,1	0,0827	0,0827	18,62%	19,09%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	10	300	0,1	0,0119	0,0115	92,88%	93,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	10	300	0,1	0,0192	0,0186	88,52%	88,82%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	10	300	0,1	0,0901	0,0901	9,93%	10,32%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	10	300	0,1	0,0146	0,0143	91,53%	91,70%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	10	300	0,1	0,0260	0,0259	83,37%	83,69%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	10	300	0,1	0,0901	0,0901	9,93%	10,32%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	10	300	0,1	0,0184	0,0190	89,47%	88,91%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	10	300	0,1	0,0245	0,0250	84,51%	84,37%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	10	300	0,1	0,0900	0,0900	9,99%	10,40%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	1	0,1	0,0380	0,0364	73,61%	74,68%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	1	0,1	0,0388	0,0365	72,05%	73,98%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	1	0,1	0,0385	0,0372	72,92%	73,60%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	1	0,1	0,0848	0,0846	30,04%	29,90%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	1	0,1	0,0416	0,0401	70,51%	71,50%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	1	0,1	0,0446	0,0425	69,99%	71,58%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	1	0,1	0,0696	0,0691	58,12%	58,42%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	1	0,1	0,0392	0,0370	72,12%	73,66%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	1	0,1	0,0426	0,0410	71,01%	72,21%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	1	0,1	0,0903	0,0903	9,86%	9,58%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	1	0,1	0,0448	0,0419	69,68%	71,66%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	1	0,1	0,0496	0,0482	68,06%	68,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	1	0,1	0,0903	0,0904	9,86%	9,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	1	0,1	0,0508	0,0490	65,75%	66,74%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	1	0,1	0,0462	0,0443	70,05%	71,28%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	100	0,1	0,0077	0,0083	95,08%	94,59%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	100	0,1	0,0080	0,0089	95,06%	94,40%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	100	0,1	0,0071	0,0079	95,73%	95,17%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	100	0,1	0,0075	0,0082	95,30%	94,89%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	100	0,1	0,0078	0,0088	95,30%	94,77%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	100	0,1	0,0076	0,0085	95,57%	95,02%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	100	0,1	0,0072	0,0079	95,43%	94,98%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	100	0,1	0,0070	0,0081	95,74%	95,15%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	100	0,1	0,0070	0,0078	95,87%	95,52%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	100	0,1	0,0100	0,0110	93,99%	93,42%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	100	0,1	0,0079	0,0086	95,36%	94,88%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	100	0,1	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	100	0,1	0,0150	0,0171	91,05%	89,79%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	100	0,1	0,0104	0,0116	94,00%	93,48%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	100	0,1	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	100	300	0,1	0,0039	0,0060	97,54%	96,12%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	100	300	0,1	0,0041	0,0064	97,49%	96,17%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	100	300	0,1	0,0036	0,0056	97,87%	96,72%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	100	300	0,1	0,0038	0,0060	97,63%	96,30%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	100	300	0,1	0,0043	0,0064	97,45%	96,28%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	100	300	0,1	0,0037	0,0056	97,92%	96,86%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	100	300	0,1	0,0034	0,0052	97,89%	96,81%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	100	300	0,1	0,0038	0,0058	97,76%	96,58%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	100	300	0,1	0,0034	0,0053	98,02%	96,93%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	100	300	0,1	0,0049	0,0079	97,10%	95,31%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	100	300	0,1	0,0042	0,0071	97,59%	95,87%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	100	300	0,1	0,0037	0,0057	97,96%	96,79%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	100	300	0,1	0,0079	0,0119	95,43%	93,07%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	100	300	0,1	0,0062	0,0100	96,46%	94,27%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	100	300	0,1	0,0055	0,0085	96,90%	95,25%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	1	0,1	0,0301	0,0290	82,41%	83,47%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	1	0,1	0,0218	0,0208	85,03%	85,77%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	1	0,1	0,0207	0,0197	85,97%	86,90%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	1	0,1	0,0890	0,0889	24,18%	24,47%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	1	0,1	0,0227	0,0215	84,45%	85,52%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	1	0,1	0,0223	0,0210	85,18%	86,10%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	1	0,1	0,0745	0,0742	58,21%	59,01%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	1	0,1	0,0217	0,0205	85,20%	86,16%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	1	0,1	0,0214	0,0203	85,72%	86,49%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	1	0,1	0,0901	0,0901	9,04%	8,92%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	1	0,1	0,0211	0,0199	85,76%	86,54%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	1	0,1	0,0208	0,0198	86,33%	86,93%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	1	0,1	0,0901	0,0901	9,04%	8,92%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	1	0,1	0,0269	0,0259	81,73%	82,61%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	1	0,1	0,0263	0,0254	82,41%	83,02%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	100	0,1	0,0037	0,0051	97,73%	96,67%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	100	0,1	0,0027	0,0054	98,34%	96,46%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	100	0,1	0,0024	0,0049	98,54%	96,91%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	100	0,1	0,0029	0,0052	98,17%	96,57%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	100	0,1	0,0025	0,0057	98,48%	96,35%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	100	0,1	0,0026	0,0057	98,47%	96,62%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	100	0,1	0,0027	0,0048	98,33%	96,83%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	100	0,1	0,0022	0,0048	98,66%	97,05%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	100	0,1	0,0023	0,0053	98,65%	96,91%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	100	0,1	0,0034	0,0071	97,96%	95,50%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	100	0,1	0,0026	0,0059	98,44%	96,55%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	100	0,1	0,0108	0,0124	92,92%	92,01%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	100	0,1	0,0057	0,0082	96,41%	94,75%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	100	0,1	0,0038	0,0083	97,79%	95,21%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	100	0,1	0,0086	0,0105	94,37%	93,36%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	300	0,1	0,0012	0,0042	99,37%	97,20%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	300	0,1	0,0005	0,0049	99,72%	96,93%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	300	0,1	0,0004	0,0043	99,79%	97,46%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	300	0,1	0,0006	0,0045	99,70%	97,20%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	300	0,1	0,0004	0,0053	99,74%	96,81%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	300	0,1	0,0004	0,0050	99,77%	97,24%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	300	0,1	0,0005	0,0043	99,72%	97,39%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	300	0,1	0,0003	0,0042	99,79%	97,52%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	300	0,1	0,0003	0,0044	99,81%	97,47%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	300	0,1	0,0006	0,0063	99,67%	96,20%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	300	0,1	0,0004	0,0051	99,77%	97,02%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	300	0,1	0,0029	0,0089	98,17%	94,57%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	300	0,1	0,0027	0,0079	98,33%	95,25%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	300	0,1	0,0007	0,0078	99,62%	95,55%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	300	0,1	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	1	0,1	0,0985	0,1002	35,02%	33,60%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	10	1	0,1	0,1036	0,1051	33,61%	32,72%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	10	1	0,1	0,0974	0,0992	37,00%	36,11%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	10	1	0,1	0,1012	0,1020	35,80%	35,13%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	10	1	0,1	0,1106	0,1125	33,35%	32,03%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	10	1	0,1	0,1052	0,1067	33,89%	32,87%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	10	1	0,1	0,0989	0,1005	35,99%	34,85%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	10	1	0,1	0,1062	0,1080	34,17%	33,17%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	10	1	0,1	0,1081	0,1102	33,81%	32,37%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	10	1	0,1	0,1028	0,1045	33,31%	32,32%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	10	1	0,1	0,1111	0,1137	33,12%	31,62%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	10	1	0,1	0,1284	0,1302	27,13%	26,70%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	10	1	0,1	0,1010	0,1016	33,36%	32,99%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	10	1	0,1	0,1151	0,1173	32,59%	31,33%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	10	1	0,1	0,1229	0,1241	28,28%	27,79%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	100	0,1	0,0180	0,0174	88,98%	89,40%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	10	100	0,1	0,0188	0,0181	88,75%	89,15%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	10	100	0,1	0,0168	0,0160	90,34%	90,78%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	10	100	0,1	0,0199	0,0196	88,21%	88,20%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	10	100	0,1	0,0183	0,0180	89,41%	89,67%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	10	100	0,1	0,0678	0,0677	37,43%	36,99%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	10	100	0,1	0,0195	0,0190	88,46%	88,79%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	10	100	0,1	0,0175	0,0171	89,76%	90,06%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	10	100	0,1	0,0703	0,0701	33,03%	32,54%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	10	100	0,1	0,0281	0,0278	83,98%	84,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	10	100	0,1	0,0420	0,0422	73,60%	73,61%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	10	100	0,1	0,0876	0,0875	16,76%	16,87%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	10	100	0,1	0,0326	0,0312	81,57%	82,24%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	10	100	0,1	0,0284	0,0278	84,58%	84,94%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	10	100	0,1	0,0899	0,0899	11,66%	11,77%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	300	0,1	0,0118	0,0116	92,92%	92,95%		[(784, 50), (50, 10)]
